DesignName,ParticipantID,TrialID,Block1,First,Second,Size
2dir,7,820,52,W,NE,1
2dir,7,821,53,E,W,2
2dir,7,822,54,NE,S,1
2dir,7,823,55,NE,W,2
2dir,7,824,56,SW,SW,2
2dir,7,825,57,NW,W,1
2dir,7,826,58,E,NW,1
2dir,7,827,59,W,S,2
2dir,7,828,60,SE,NW,1
2dir,7,829,61,E,N,1
2dir,7,830,62,SW,E,1
2dir,7,831,63,N,E,1
2dir,7,832,64,W,S,1
2dir,7,833,65,S,SE,2
2dir,7,834,66,NE,S,2
2dir,7,835,67,S,SW,1
2dir,7,836,68,E,S,1
2dir,7,837,69,W,E,2
2dir,7,838,70,NE,SE,1
2dir,7,839,71,E,NE,1
2dir,7,840,72,NE,SW,2
2dir,7,841,73,W,SE,1
2dir,7,842,74,SW,NW,2
2dir,7,843,75,NW,W,2
2dir,7,844,76,SE,W,1
2dir,7,845,77,N,NE,2
2dir,7,846,78,N,NE,1
2dir,7,847,79,SE,SE,2
2dir,7,848,80,N,SE,1
2dir,7,849,81,SE,S,1
2dir,7,850,82,S,S,2
2dir,7,851,83,NE,SW,1
2dir,7,852,84,SW,N,1
2dir,7,853,85,N,N,1
2dir,7,854,86,E,N,2
2dir,7,855,87,E,SW,2
2dir,7,856,88,NE,SE,2
2dir,7,857,89,NE,NE,1
2dir,7,858,90,E,NE,2
2dir,7,859,91,SW,S,2
2dir,7,860,92,SW,N,2
2dir,7,861,93,NW,SW,1
2dir,7,862,94,E,S,2
2dir,7,863,95,W,W,2
2dir,7,864,96,W,SW,2
2dir,7,865,97,N,E,2
2dir,7,866,98,N,SE,2
2dir,7,867,99,SW,SE,2
2dir,7,868,100,W,SW,1
2dir,7,869,101,W,N,1
2dir,7,870,102,SW,NE,2
2dir,7,871,103,NW,S,2
2dir,7,872,104,E,E,2
2dir,7,873,105,S,N,2
2dir,7,874,106,SE,W,2
2dir,7,875,107,W,NW,2
2dir,7,876,108,SE,N,1
2dir,7,877,109,SW,SW,1
2dir,7,878,110,NW,SE,2
2dir,7,879,111,NW,N,1
2dir,7,880,112,N,W,2
2dir,7,881,113,S,W,2
2dir,7,882,114,E,NW,2
2dir,7,883,115,SW,W,2
2dir,7,884,116,SW,SE,1
2dir,7,885,117,SE,NW,2
2dir,7,886,118,S,E,1
2dir,7,887,119,SE,SW,2
2dir,7,888,120,E,W,1
2dir,7,889,121,S,N,1
2dir,7,890,122,SE,E,1
2dir,7,891,123,SW,E,2
2dir,7,892,124,S,NW,2
2dir,7,893,125,SE,SE,1
2dir,7,894,126,S,W,1
2dir,7,895,127,NW,NW,2
2dir,7,896,128,E,SE,2
2dir,8,897,1,W,E,2
2dir,8,898,2,W,NW,1
2dir,8,899,3,SW,NE,2
2dir,8,900,4,S,NW,2
2dir,8,901,5,E,SE,2
2dir,8,902,6,SE,NW,1
2dir,8,903,7,SE,N,1
2dir,8,904,8,SE,W,1
2dir,8,905,9,NW,E,2
2dir,8,906,10,W,W,2
2dir,8,907,11,NE,N,2
2dir,8,908,12,W,SW,1
2dir,8,909,13,NE,W,1
2dir,8,910,14,NE,W,2
2dir,8,911,15,NW,NW,2
2dir,8,912,16,N,S,2
2dir,8,913,17,N,SW,2
2dir,8,914,18,SE,S,1
2dir,8,915,19,NW,S,1
2dir,8,916,20,NW,S,2
2dir,8,917,21,SW,W,2
2dir,8,918,22,S,NW,1
2dir,8,919,23,N,SE,1
2dir,8,920,24,SW,NW,2
2dir,8,921,25,NW,NW,1
2dir,8,922,26,NW,SE,2
2dir,8,923,27,SE,SW,2
2dir,8,924,28,SE,NE,2
2dir,8,925,29,S,SE,2
2dir,8,926,30,E,N,1
2dir,8,927,31,NE,NW,1
2dir,8,928,32,E,SW,2
2dir,8,929,33,N,W,2
2dir,8,930,34,NE,S,1
2dir,8,931,35,N,S,1
2dir,8,932,36,W,NW,2
2dir,8,933,37,NE,E,2
2dir,8,934,38,NE,NW,2
2dir,8,935,39,NE,SE,1
2dir,8,936,40,S,W,1
2dir,8,937,41,NW,NE,2
2dir,8,938,42,E,E,2
2dir,8,939,43,SE,E,1
2dir,8,940,44,N,E,1
2dir,8,941,45,S,N,1
2dir,8,942,46,S,NE,2
2dir,8,943,47,NW,W,1
2dir,8,944,48,S,S,2
2dir,8,945,49,SW,S,2
2dir,8,946,50,N,NW,2
2dir,8,947,51,W,S,1
2dir,8,948,52,W,NE,2
2dir,8,949,53,E,NE,1
2dir,8,950,54,NE,S,2
2dir,8,951,55,NE,NE,1
2dir,8,952,56,N,N,1
2dir,8,953,57,NW,W,2
2dir,8,954,58,E,NW,2
2dir,8,955,59,W,E,1
2dir,8,956,60,SE,NW,2
2dir,8,957,61,E,N,2
2dir,8,958,62,SW,E,2
2dir,8,959,63,N,E,2
2dir,8,960,64,W,S,2
2dir,8,961,65,S,SW,1
2dir,8,962,66,NE,E,1
2dir,8,963,67,S,SW,2
2dir,8,964,68,E,S,2
2dir,8,965,69,W,W,1
2dir,8,966,70,NE,SE,2
2dir,8,967,71,E,NE,2
2dir,8,968,72,NW,N,1
2dir,8,969,73,W,SE,2
2dir,8,970,74,SW,SE,1
2dir,8,971,75,NW,NE,1
2dir,8,972,76,SE,W,2
2dir,8,973,77,N,NW,1
2dir,8,974,78,N,NE,2
2dir,8,975,79,SE,SW,1
2dir,8,976,80,N,SE,2
2dir,8,977,81,SE,S,2
2dir,8,978,82,S,E,1
2dir,8,979,83,NE,SW,2
2dir,8,980,84,SW,N,2
2dir,8,981,85,N,N,2
2dir,8,982,86,E,S,1
2dir,8,983,87,W,N,1
2dir,8,984,88,NE,SW,1
2dir,8,985,89,NE,NE,2
2dir,8,986,90,E,NW,1
2dir,8,987,91,SW,E,1
2dir,8,988,92,SW,S,1
2dir,8,989,93,NW,SW,2
2dir,8,990,94,E,E,1
2dir,8,991,95,W,NE,1
2dir,8,992,96,NE,N,1
2dir,8,993,97,N,W,1
2dir,8,994,98,N,SW,1
2dir,8,995,99,SW,SW,1
2dir,8,996,100,W,SW,2
2dir,8,997,101,W,N,2
2dir,8,998,102,SW,NW,1
2dir,8,999,103,NW,E,1
2dir,8,1000,104,E,W,1
2dir,8,1001,105,S,S,1
2dir,8,1002,106,SE,NE,1
2dir,8,1003,107,W,SE,1
2dir,8,1004,108,SE,N,2
2dir,8,1005,109,SW,SW,2
2dir,8,1006,110,NW,SW,1
2dir,8,1007,111,NW,N,2
2dir,8,1008,112,N,NE,1
2dir,8,1009,113,S,NE,1
2dir,8,1010,114,E,SE,1
2dir,8,1011,115,SW,NE,1
2dir,8,1012,116,SW,SE,2
2dir,8,1013,117,SE,SE,1
2dir,8,1014,118,S,E,2
2dir,8,1015,119,SW,N,1
2dir,8,1016,120,E,W,2
2dir,8,1017,121,S,N,2
2dir,8,1018,122,SE,E,2
2dir,8,1019,123,SW,W,1
2dir,8,1020,124,S,SE,1
2dir,8,1021,125,SE,SE,2
2dir,8,1022,126,S,W,2
2dir,8,1023,127,NW,SE,1
2dir,8,1024,128,E,SW,1
2dir,9,1025,1,W,W,1
2dir,9,1026,2,W,NW,2
2dir,9,1027,3,SW,NW,1
2dir,9,1028,4,S,SE,1
2dir,9,1029,5,E,SW,1
2dir,9,1030,6,SE,NW,2
2dir,9,1031,7,SE,N,2
2dir,9,1032,8,SE,W,2
2dir,9,1033,9,NW,W,1
2dir,9,1034,10,W,NE,1
2dir,9,1035,11,NE,S,1
2dir,9,1036,12,W,SW,2
2dir,9,1037,13,NE,W,2
2dir,9,1038,14,NE,NE,1
2dir,9,1039,15,NW,SE,1
2dir,9,1040,16,N,E,1
2dir,9,1041,17,S,N,1
2dir,9,1042,18,SE,S,2
2dir,9,1043,19,NW,S,2
2dir,9,1044,20,NW,E,1
2dir,9,1045,21,SW,NE,1
2dir,9,1046,22,S,NW,2
2dir,9,1047,23,N,SE,2
2dir,9,1048,24,SW,SE,1
2dir,9,1049,25,NW,NW,2
2dir,9,1050,26,NW,SW,1
2dir,9,1051,27,SW,N,1
2dir,9,1052,28,SE,NW,1
2dir,9,1053,29,S,SW,1
2dir,9,1054,30,E,N,2
2dir,9,1055,31,NE,NW,2
2dir,9,1056,32,W,N,1
2dir,9,1057,33,N,NE,1
2dir,9,1058,34,NE,S,2
2dir,9,1059,35,N,S,2
2dir,9,1060,36,W,SE,1
2dir,9,1061,37,NE,W,1
2dir,9,1062,38,NE,SE,1
2dir,9,1063,39,NE,SE,2
2dir,9,1064,40,S,W,2
2dir,9,1065,41,NW,NW,1
2dir,9,1066,42,E,W,1
2dir,9,1067,43,SE,E,2
2dir,9,1068,44,N,E,2
2dir,9,1069,45,S,N,2
2dir,9,1070,46,S,NW,1
2dir,9,1071,47,NW,W,2
2dir,9,1072,48,S,E,1
2dir,9,1073,49,SW,E,1
2dir,9,1074,50,N,SE,1
2dir,9,1075,51,W,S,2
2dir,9,1076,52,W,NW,1
2dir,9,1077,53,E,NE,2
2dir,9,1078,54,NE,E,1
2dir,9,1079,55,NE,NE,2
2dir,9,1080,56,N,N,2
2dir,9,1081,57,NW,NE,1
2dir,9,1082,58,E,SE,1
2dir,9,1083,59,W,E,2
2dir,9,1084,60,SE,SE,1
2dir,9,1085,61,E,S,1
2dir,9,1086,62,SW,W,1
2dir,9,1087,63,N,W,1
2dir,9,1088,64,W,E,1
2dir,9,1089,65,S,SW,2
2dir,9,1090,66,NE,E,2
2dir,9,1091,67,E,N,1
2dir,9,1092,68,E,E,1
2dir,9,1093,69,W,W,2
2dir,9,1094,70,NE,SW,1
2dir,9,1095,71,E,NW,1
2dir,9,1096,72,NW,N,2
2dir,9,1097,73,W,SW,1
2dir,9,1098,74,SW,SE,2
2dir,9,1099,75,NW,NE,2
2dir,9,1100,76,SE,NE,1
2dir,9,1101,77,N,NW,2
2dir,9,1102,78,N,NW,1
2dir,9,1103,79,SE,SW,2
2dir,9,1104,80,N,SW,1
2dir,9,1105,81,SE,E,1
2dir,9,1106,82,S,E,2
2dir,9,1107,83,NW,N,1
2dir,9,1108,84,SW,S,1
2dir,9,1109,85,N,S,1
2dir,9,1110,86,E,S,2
2dir,9,1111,87,W,N,2
2dir,9,1112,88,NE,SW,2
2dir,9,1113,89,NE,NW,1
2dir,9,1114,90,E,NW,2
2dir,9,1115,91,SW,E,2
2dir,9,1116,92,SW,S,2
2dir,9,1117,93,SE,N,1
2dir,9,1118,94,E,E,2
2dir,9,1119,95,W,NE,2
2dir,9,1120,96,NE,N,2
2dir,9,1121,97,N,W,2
2dir,9,1122,98,N,SW,2
2dir,9,1123,99,SW,SW,2
2dir,9,1124,100,NE,N,1
2dir,9,1125,101,W,S,1
2dir,9,1126,102,SW,NW,2
2dir,9,1127,103,NW,E,2
2dir,9,1128,104,E,W,2
2dir,9,1129,105,S,S,2
2dir,9,1130,106,SE,NE,2
2dir,9,1131,107,W,SE,2
2dir,9,1132,108,SE,S,1
2dir,9,1133,109,N,N,1
2dir,9,1134,110,NW,SW,2
2dir,9,1135,111,NW,S,1
2dir,9,1136,112,N,NE,2
2dir,9,1137,113,S,NE,2
2dir,9,1138,114,E,SE,2
2dir,9,1139,115,SW,NE,2
2dir,9,1140,116,SW,SW,1
2dir,9,1141,117,SE,SE,2
2dir,9,1142,118,S,W,1
2dir,9,1143,119,SW,N,2
2dir,9,1144,120,E,NE,1
2dir,9,1145,121,S,S,1
2dir,9,1146,122,SE,W,1
2dir,9,1147,123,SW,W,2
2dir,9,1148,124,S,SE,2
2dir,9,1149,125,SE,SW,1
2dir,9,1150,126,S,NE,1
2dir,9,1151,127,NW,SE,2
2dir,9,1152,128,E,SW,2
2dir,10,1153,1,W,W,2
2dir,10,1154,2,W,SE,1
2dir,10,1155,3,SW,NW,2
2dir,10,1156,4,S,SE,2
2dir,10,1157,5,E,SW,2
2dir,10,1158,6,SE,SE,1
2dir,10,1159,7,SE,S,1
2dir,10,1160,8,SE,NE,1
2dir,10,1161,9,NW,W,2
2dir,10,1162,10,W,NE,2
2dir,10,1163,11,NE,S,2
2dir,10,1164,12,NE,N,1
2dir,10,1165,13,NE,NE,1
2dir,10,1166,14,NE,NE,2
2dir,10,1167,15,NW,SE,2
2dir,10,1168,16,N,E,2
2dir,10,1169,17,S,N,2
2dir,10,1170,18,SE,E,1
2dir,10,1171,19,NW,E,1
2dir,10,1172,20,NW,E,2
2dir,10,1173,21,SW,NE,2
2dir,10,1174,22,S,SE,1
2dir,10,1175,23,N,SW,1
2dir,10,1176,24,SW,SE,2
2dir,10,1177,25,NW,SE,1
2dir,10,1178,26,NW,SW,2
2dir,10,1179,27,SW,N,2
2dir,10,1180,28,SE,NW,2
2dir,10,1181,29,S,SW,2
2dir,10,1182,30,E,S,1
2dir,10,1183,31,NE,SE,1
2dir,10,1184,32,W,N,2
2dir,10,1185,33,N,NE,2
2dir,10,1186,34,NE,E,1
2dir,10,1187,35,N,E,1
2dir,10,1188,36,W,SE,2
2dir,10,1189,37,NE,W,2
2dir,10,1190,38,NE,SE,2
2dir,10,1191,39,NE,SW,1
2dir,10,1192,40,S,NE,1
2dir,10,1193,41,NW,NW,2
2dir,10,1194,42,E,W,2
2dir,10,1195,43,SE,W,1
2dir,10,1196,44,N,W,1
2dir,10,1197,45,S,S,1
2dir,10,1198,46,S,NW,2
2dir,10,1199,47,NW,NE,1
2dir,10,1200,48,S,E,2
2dir,10,1201,49,SW,E,2
2dir,10,1202,50,N,SE,2
2dir,10,1203,51,W,E,1
2dir,10,1204,52,W,NW,2
2dir,10,1205,53,E,NW,1
2dir,10,1206,54,NE,E,2
2dir,10,1207,55,NE,NW,1
2dir,10,1208,56,N,S,1
2dir,10,1209,57,NW,NE,2
2dir,10,1210,58,E,SE,2
2dir,10,1211,59,W,W,1
2dir,10,1212,60,SE,SE,2
2dir,10,1213,61,E,S,2
2dir,10,1214,62,SW,W,2
2dir,10,1215,63,N,W,2
2dir,10,1216,64,W,E,2
2dir,10,1217,65,E,N,1
2dir,10,1218,66,NE,W,1
2dir,10,1219,67,E,N,2
2dir,10,1220,68,E,E,2
2dir,10,1221,69,W,NE,1
2dir,10,1222,70,NE,SW,2
2dir,10,1223,71,E,NW,2
2dir,10,1224,72,NW,S,1
2dir,10,1225,73,W,SW,2
2dir,10,1226,74,SW,SW,1
2dir,10,1227,75,NW,NW,1
2dir,10,1228,76,SE,NE,2
2dir,10,1229,77,N,SE,1
2dir,10,1230,78,N,NW,2
2dir,10,1231,79,SW,N,1
2dir,10,1232,80,N,SW,2
2dir,10,1233,81,SE,E,2
2dir,10,1234,82,S,W,1
2dir,10,1235,83,NW,N,2
2dir,10,1236,84,SW,S,2
2dir,10,1237,85,N,S,2
2dir,10,1238,86,E,E,1
2dir,10,1239,87,W,S,1
2dir,10,1240,88,NW,N,1
2dir,10,1241,89,NE,NW,2
2dir,10,1242,90,E,SE,1
2dir,10,1243,91,SW,W,1
2dir,10,1244,92,SW,E,1
2dir,10,1245,93,SE,N,2
2dir,10,1246,94,E,W,1
2dir,10,1247,95,W,NW,1
2dir,10,1248,96,NE,S,1
2dir,10,1249,97,N,NE,1
2dir,10,1250,98,S,N,1
2dir,10,1251,99,N,N,1
2dir,10,1252,100,NE,N,2
2dir,10,1253,101,W,S,2
2dir,10,1254,102,SW,SE,1
2dir,10,1255,103,NW,W,1
2dir,10,1256,104,E,NE,1
2dir,10,1257,105,S,E,1
2dir,10,1258,106,SE,NW,1
2dir,10,1259,107,W,SW,1
2dir,10,1260,108,SE,S,2
2dir,10,1261,109,N,N,2
2dir,10,1262,110,SE,N,1
2dir,10,1263,111,NW,S,2
2dir,10,1264,112,N,NW,1
2dir,10,1265,113,S,NW,1
2dir,10,1266,114,E,SW,1
2dir,10,1267,115,SW,NW,1
2dir,10,1268,116,SW,SW,2
2dir,10,1269,117,SE,SW,1
2dir,10,1270,118,S,W,2
2dir,10,1271,119,SW,S,1
2dir,10,1272,120,E,NE,2
2dir,10,1273,121,S,S,2
2dir,10,1274,122,SE,W,2
2dir,10,1275,123,SW,NE,1
2dir,10,1276,124,S,SW,1
2dir,10,1277,125,SE,SW,2
2dir,10,1278,126,S,NE,2
2dir,10,1279,127,NW,SW,1
2dir,10,1280,128,W,N,1
2dir,11,1281,1,W,NE,1
2dir,11,1282,2,W,SE,2
2dir,11,1283,3,SW,SE,1
2dir,11,1284,4,S,SW,1
2dir,11,1285,5,W,N,1
2dir,11,1286,6,SE,SE,2
2dir,11,1287,7,SE,S,2
2dir,11,1288,8,SE,NE,2
2dir,11,1289,9,NW,NE,1
2dir,11,1290,10,W,NW,1
2dir,11,1291,11,NE,E,1
2dir,11,1292,12,NE,N,2
2dir,11,1293,13,NE,NE,2
2dir,11,1294,14,NE,NW,1
2dir,11,1295,15,NW,SW,1
2dir,11,1296,16,N,W,1
2dir,11,1297,17,S,S,1
2dir,11,1298,18,SE,E,2
2dir,11,1299,19,NW,E,2
2dir,11,1300,20,NW,W,1
2dir,11,1301,21,SW,NW,1
2dir,11,1302,22,S,SE,2
2dir,11,1303,23,N,SW,2
2dir,11,1304,24,SW,SW,1
2dir,11,1305,25,NW,SE,2
2dir,11,1306,26,SE,N,1
2dir,11,1307,27,SW,S,1
2dir,11,1308,28,SE,SE,1
2dir,11,1309,29,E,N,1
2dir,11,1310,30,E,S,2
2dir,11,1311,31,NE,SE,2
2dir,11,1312,32,W,S,1
2dir,11,1313,33,N,NW,1
2dir,11,1314,34,NE,E,2
2dir,11,1315,35,N,E,2
2dir,11,1316,36,W,SW,1
2dir,11,1317,37,NE,NE,1
2dir,11,1318,38,NE,SW,1
2dir,11,1319,39,NE,SW,2
2dir,11,1320,40,S,NE,2
2dir,11,1321,41,NW,SE,1
2dir,11,1322,42,E,NE,1
2dir,11,1323,43,SE,W,2
2dir,11,1324,44,N,W,2
2dir,11,1325,45,S,S,2
2dir,11,1326,46,S,SE,1
2dir,11,1327,47,NW,NE,2
2dir,11,1328,48,S,W,1
2dir,11,1329,49,SW,W,1
2dir,11,1330,50,N,SW,1
2dir,11,1331,51,W,E,2
2dir,11,1332,52,W,SE,1
2dir,11,1333,53,E,NW,2
2dir,11,1334,54,NE,W,1
2dir,11,1335,55,NE,NW,2
2dir,11,1336,56,N,S,2
2dir,11,1337,57,NW,NW,1
2dir,11,1338,58,E,SW,1
2dir,11,1339,59,W,W,2
2dir,11,1340,60,SE,SW,1
2dir,11,1341,61,E,E,1
2dir,11,1342,62,SW,NE,1
2dir,11,1343,63,N,NE,1
2dir,11,1344,64,W,W,1
2dir,11,1345,65,E,N,2
2dir,11,1346,66,NE,W,2
2dir,11,1347,67,E,S,1
2dir,11,1348,68,E,W,1
2dir,11,1349,69,W,NE,2
2dir,11,1350,70,NW,N,1
2dir,11,1351,71,E,SE,1
2dir,11,1352,72,NW,S,2
2dir,11,1353,73,NE,N,1
2dir,11,1354,74,SW,SW,2
2dir,11,1355,75,NW,NW,2
2dir,11,1356,76,SE,NW,1
2dir,11,1357,77,N,SE,2
2dir,11,1358,78,N,SE,1
2dir,11,1359,79,SW,N,2
2dir,11,1360,80,S,N,1
2dir,11,1361,81,SE,W,1
2dir,11,1362,82,S,W,2
2dir,11,1363,83,NW,S,1
2dir,11,1364,84,SW,E,1
2dir,11,1365,85,N,E,1
2dir,11,1366,86,E,E,2
2dir,11,1367,87,W,S,2
2dir,11,1368,88,NW,N,2
2dir,11,1369,89,NE,SE,1
2dir,11,1370,90,E,SE,2
2dir,11,1371,91,SW,W,2
2dir,11,1372,92,SW,E,2
2dir,11,1373,93,SE,S,1
2dir,11,1374,94,E,W,2
2dir,11,1375,95,W,NW,2
2dir,11,1376,96,NE,S,2
2dir,11,1377,97,N,NE,2
2dir,11,1378,98,S,N,2
2dir,11,1379,99,N,N,2
2dir,11,1380,100,NE,S,1
2dir,11,1381,101,W,E,1
2dir,11,1382,102,SW,SE,2
2dir,11,1383,103,NW,W,2
2dir,11,1384,104,E,NE,2
2dir,11,1385,105,S,E,2
2dir,11,1386,106,SE,NW,2
2dir,11,1387,107,W,SW,2
2dir,11,1388,108,SE,E,1
2dir,11,1389,109,N,S,1
2dir,11,1390,110,SE,N,2
2dir,11,1391,111,NW,E,1
2dir,11,1392,112,N,NW,2
2dir,11,1393,113,S,NW,2
2dir,11,1394,114,E,SW,2
2dir,11,1395,115,SW,NW,2
2dir,11,1396,116,N,N,1
2dir,11,1397,117,SE,SW,2
2dir,11,1398,118,S,NE,1
2dir,11,1399,119,SW,S,2
2dir,11,1400,120,E,NW,1
2dir,11,1401,121,S,E,1
2dir,11,1402,122,SE,NE,1
2dir,11,1403,123,SW,NE,2
2dir,11,1404,124,S,SW,2
2dir,11,1405,125,SW,N,1
2dir,11,1406,126,S,NW,1
2dir,11,1407,127,NW,SW,2
2dir,11,1408,128,W,N,2
2dir,12,1409,1,W,NE,2
2dir,12,1410,2,W,SW,1
2dir,12,1411,3,SW,SE,2
2dir,12,1412,4,S,SW,2
2dir,12,1413,5,W,N,2
2dir,12,1414,6,SE,SW,1
2dir,12,1415,7,SE,E,1
2dir,12,1416,8,SE,NW,1
2dir,12,1417,9,NW,NE,2
2dir,12,1418,10,W,NW,2
2dir,12,1419,11,NE,E,2
2dir,12,1420,12,NE,S,1
2dir,12,1421,13,NE,NW,1
2dir,12,1422,14,NE,NW,2
2dir,12,1423,15,NW,SW,2
2dir,12,1424,16,N,W,2
2dir,12,1425,17,S,S,2
2dir,12,1426,18,SE,W,1
2dir,12,1427,19,NW,W,1
2dir,12,1428,20,NW,W,2
2dir,12,1429,21,SW,NW,2
2dir,12,1430,22,S,SW,1
2dir,12,1431,23,S,N,1
2dir,12,1432,24,SW,SW,2
2dir,12,1433,25,NW,SW,1
2dir,12,1434,26,SE,N,2
2dir,12,1435,27,SW,S,2
2dir,12,1436,28,SE,SE,2
2dir,12,1437,29,E,N,2
2dir,12,1438,30,E,E,1
2dir,12,1439,31,NE,SW,1
2dir,12,1440,32,W,S,2
2dir,12,1441,33,N,NW,2
2dir,12,1442,34,NE,W,1
2dir,12,1443,35,N,W,1
2dir,12,1444,36,W,SW,2
2dir,12,1445,37,NE,NE,2
2dir,12,1446,38,NE,SW,2
2dir,12,1447,39,NW,N,1
2dir,12,1448,40,S,NW,1
2dir,12,1449,41,NW,SE,2
2dir,12,1450,42,E,NE,2
2dir,12,1451,43,SE,NE,1
2dir,12,1452,44,N,NE,1
2dir,12,1453,45,S,E,1
2dir,12,1454,46,S,SE,2
2dir,12,1455,47,NW,NW,1
2dir,12,1456,48,S,W,2
2dir,12,1457,49,SW,W,2
2dir,12,1458,50,N,SW,2
2dir,12,1459,51,W,W,1
2dir,12,1460,52,W,SE,2
2dir,12,1461,53,E,SE,1
2dir,12,1462,54,NE,W,2
2dir,12,1463,55,NE,SE,1
2dir,12,1464,56,N,E,1
2dir,12,1465,57,NW,NW,2
2dir,12,1466,58,E,SW,2
2dir,12,1467,59,W,NE,1
2dir,12,1468,60,SE,SW,2
2dir,12,1469,61,E,E,2
2dir,12,1470,62,SW,NE,2
2dir,12,1471,63,N,NE,2
2dir,12,1472,64,W,W,2
2dir,12,1473,65,E,S,1
2dir,12,1474,66,NE,NE,1
2dir,12,1475,67,E,S,2
2dir,12,1476,68,E,W,2
2dir,12,1477,69,W,NW,1
2dir,12,1478,70,NW,N,2
2dir,12,1479,71,E,SE,2
2dir,12,1480,72,NW,E,1
2dir,12,1481,73,NE,N,2
2dir,12,1482,74,N,N,1
2dir,12,1483,75,NW,SE,1
2dir,12,1484,76,SE,NW,2
2dir,12,1485,77,N,SW,1
2dir,12,1486,78,N,SE,2
2dir,12,1487,79,SW,S,1
2dir,12,1488,80,S,N,2
2dir,12,1489,81,SE,W,2
2dir,12,1490,82,S,NE,1
2dir,12,1491,83,NW,S,2
2dir,12,1492,84,SW,E,2
2dir,12,1493,85,N,E,2
2dir,12,1494,86,E,W,1
2dir,12,1495,87,W,E,1
2dir,12,1496,88,NW,S,1
2dir,12,1497,89,NE,SE,2
2dir,12,1498,90,E,SW,1
2dir,12,1499,91,SW,NE,1
2dir,12,1500,92,SW,W,1
2dir,12,1501,93,SE,S,2
2dir,12,1502,94,E,NE,1
2dir,12,1503,95,W,SE,1
2dir,12,1504,96,NE,E,1
2dir,12,1505,97,N,NW,1
2dir,12,1506,98,S,S,1
2dir,12,1507,99,N,S,1
2dir,12,1508,100,NE,S,2
2dir,12,1509,101,W,E,2
2dir,12,1510,102,SW,SW,1
2dir,12,1511,103,NW,NE,1
2dir,12,1512,104,E,NW,1
2dir,12,1513,105,S,W,1
2dir,12,1514,106,SE,SE,1
2dir,12,1515,107,NE,N,1
2dir,12,1516,108,SE,E,2
2dir,12,1517,109,N,S,2
2dir,12,1518,110,SE,S,1
2dir,12,1519,111,NW,E,2
2dir,12,1520,112,N,SE,1
2dir,12,1521,113,S,SE,1
2dir,12,1522,114,W,N,1
2dir,12,1523,115,SW,SE,1
2dir,12,1524,116,N,N,2
2dir,12,1525,117,SW,N,1
2dir,12,1526,118,S,NE,2
2dir,12,1527,119,SW,E,1
2dir,12,1528,120,E,NW,2
2dir,12,1529,121,S,E,2
2dir,12,1530,122,SE,NE,2
2dir,12,1531,123,SW,NW,1
2dir,12,1532,124,E,N,1
2dir,12,1533,125,SW,N,2
2dir,12,1534,126,S,NW,2
2dir,12,1535,127,SE,N,1
2dir,12,1536,128,W,S,1
2dir,13,1537,1,W,NW,1
2dir,13,1538,2,W,SW,2
2dir,13,1539,3,SW,SW,1
2dir,13,1540,4,E,N,1
2dir,13,1541,5,W,S,1
2dir,13,1542,6,SE,SW,2
2dir,13,1543,7,SE,E,2
2dir,13,1544,8,SE,NW,2
2dir,13,1545,9,NW,NW,1
2dir,13,1546,10,W,SE,1
2dir,13,1547,11,NE,W,1
2dir,13,1548,12,NE,S,2
2dir,13,1549,13,NE,NW,2
2dir,13,1550,14,NE,SE,1
2dir,13,1551,15,SE,N,1
2dir,13,1552,16,N,NE,1
2dir,13,1553,17,S,E,1
2dir,13,1554,18,SE,W,2
2dir,13,1555,19,NW,W,2
2dir,13,1556,20,NW,NE,1
2dir,13,1557,21,SW,SE,1
2dir,13,1558,22,S,SW,2
2dir,13,1559,23,S,N,2
2dir,13,1560,24,N,N,1
2dir,13,1561,25,NW,SW,2
2dir,13,1562,26,SE,S,1
2dir,13,1563,27,SW,E,1
2dir,13,1564,28,SE,SW,1
2dir,13,1565,29,E,S,1
2dir,13,1566,30,E,E,2
2dir,13,1567,31,NE,SW,2
2dir,13,1568,32,W,E,1
2dir,13,1569,33,N,SE,1
2dir,13,1570,34,NE,W,2
2dir,13,1571,35,N,W,2
2dir,13,1572,36,NE,N,1
2dir,13,1573,37,NE,NW,1
2dir,13,1574,38,NW,N,1
2dir,13,1575,39,NW,N,2
2dir,13,1576,40,S,NW,2
2dir,13,1577,41,NW,SW,1
2dir,13,1578,42,E,NW,1
2dir,13,1579,43,SE,NE,2
2dir,13,1580,44,N,NE,2
2dir,13,1581,45,S,E,2
2dir,13,1582,46,S,SW,1
2dir,13,1583,47,NW,NW,2
2dir,13,1584,48,S,NE,1
2dir,13,1585,49,SW,NE,1
2dir,13,1586,50,S,N,1
2dir,13,1587,51,W,W,2
2dir,13,1588,52,W,SW,1
2dir,13,1589,53,E,SE,2
2dir,13,1590,54,NE,NE,1
2dir,13,1591,55,NE,SE,2
2dir,13,1592,56,N,E,2
2dir,13,1593,57,NW,SE,1
2dir,13,1594,58,W,N,1
2dir,13,1595,59,W,NE,2
2dir,13,1596,60,SW,N,1
2dir,13,1597,61,E,W,1
2dir,13,1598,62,SW,NW,1
2dir,13,1599,63,N,NW,1
2dir,13,1600,64,W,NE,1
2dir,13,1601,65,E,S,2
2dir,13,1602,66,NE,NE,2
2dir,13,1603,67,E,E,1
2dir,13,1604,68,E,NE,1
2dir,13,1605,69,W,NW,2
