DesignName,ParticipantID,TrialID,Block1,Letter1,Letter2,Modifier1,Modifier2,Size
2key,3,1214,314,Left,Right,CMD,None,2
2key,3,1215,315,Left,Left,Alt,CMD_Alt_Shift,2
2key,3,1216,316,Left,Right,Alt,CMD,1
2key,3,1217,317,Right,Right,None,Alt,2
2key,3,1218,318,Right,Right,CMD,CMD,1
2key,3,1219,319,Middle,Middle,Alt,CMD,2
2key,3,1220,320,Left,Middle,CMD_Alt_Shift,None,1
2key,3,1221,321,Left,Right,CMD_Alt_Shift,CMD,2
2key,3,1222,322,Middle,Middle,CMD_Alt_Shift,None,2
2key,3,1223,323,Left,Middle,CMD_Shift,CMD_Alt_Shift,2
2key,3,1224,324,Right,Left,CMD,CMD,2
2key,3,1225,325,Right,Right,None,CMD_Alt_Shift,2
2key,3,1226,326,Middle,Right,CMD_Alt_Shift,CMD,1
2key,3,1227,327,Right,Left,None,Alt,1
2key,3,1228,328,Left,Middle,Alt,None,2
2key,3,1229,329,Right,Left,CMD,Alt,1
2key,3,1230,330,Middle,Middle,CMD,CMD,1
2key,3,1231,331,Left,Right,Alt,Alt,1
2key,3,1232,332,Right,Middle,Alt,CMD,1
2key,3,1233,333,Right,Left,CMD_Alt_Shift,CMD,1
2key,3,1234,334,Middle,Left,CMD_Alt_Shift,None,2
2key,3,1235,335,Middle,Middle,CMD,CMD_Shift,2
2key,3,1236,336,Left,Right,CMD_Shift,None,2
2key,3,1237,337,Right,Right,CMD_Shift,CMD_Shift,2
2key,3,1238,338,Left,Middle,CMD_Shift,CMD,1
2key,3,1239,339,Left,Left,None,CMD,2
2key,3,1240,340,Middle,Middle,CMD_Shift,CMD,1
2key,3,1241,341,Middle,Left,None,None,2
2key,3,1242,342,Left,Middle,CMD_Shift,CMD_Alt_Shift,1
2key,3,1243,343,Middle,Middle,CMD,CMD_Alt_Shift,2
2key,3,1244,344,Middle,Left,CMD_Shift,CMD_Alt_Shift,2
2key,3,1245,345,Right,Middle,CMD_Alt_Shift,None,2
2key,3,1246,346,Middle,Right,CMD_Alt_Shift,CMD,2
2key,3,1247,347,Right,Left,CMD,CMD_Alt_Shift,2
2key,3,1248,348,Middle,Right,CMD,CMD,2
2key,3,1249,349,Left,Left,CMD,CMD_Shift,2
2key,3,1250,350,Middle,Middle,CMD_Alt_Shift,None,1
2key,3,1251,351,Middle,Left,None,Alt,1
2key,3,1252,352,Left,Middle,None,CMD_Alt_Shift,1
2key,3,1253,353,Right,Right,None,None,1
2key,3,1254,354,Middle,Middle,CMD_Shift,Alt,1
2key,3,1255,355,Middle,Left,CMD,None,1
2key,3,1256,356,Right,Left,CMD_Alt_Shift,CMD_Shift,2
2key,3,1257,357,Right,Middle,Alt,Alt,2
2key,3,1258,358,Right,Right,CMD_Shift,CMD,2
2key,3,1259,359,Left,Middle,CMD_Alt_Shift,None,2
2key,3,1260,360,Right,Left,None,CMD_Alt_Shift,2
2key,3,1261,361,Left,Left,Alt,Alt,2
2key,3,1262,362,Left,Left,CMD_Alt_Shift,Alt,2
2key,3,1263,363,Right,Left,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,3,1264,364,Left,Left,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,3,1265,365,Left,Middle,None,Alt,1
2key,3,1266,366,Right,Right,CMD,CMD_Shift,2
2key,3,1267,367,Left,Right,CMD,None,1
2key,3,1268,368,Left,Left,Alt,CMD_Shift,1
2key,3,1269,369,Left,Middle,CMD,Alt,1
2key,3,1270,370,Left,Left,None,None,1
2key,3,1271,371,Right,Right,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,3,1272,372,Right,Left,CMD_Shift,Alt,1
2key,3,1273,373,Right,Middle,Alt,None,2
2key,3,1274,374,Right,Right,Alt,CMD_Alt_Shift,1
2key,3,1275,375,Left,Left,Alt,CMD,2
2key,3,1276,376,Left,Middle,Alt,CMD,1
2key,3,1277,377,Middle,Right,CMD,None,1
2key,3,1278,378,Middle,Left,CMD,CMD_Alt_Shift,2
2key,3,1279,379,Left,Middle,Alt,None,1
2key,3,1280,380,Right,Right,Alt,None,2
2key,3,1281,381,Left,Middle,None,None,1
2key,3,1282,382,Right,Right,CMD_Shift,Alt,2
2key,3,1283,383,Left,Right,None,CMD_Shift,1
2key,3,1284,384,Right,Middle,None,CMD_Shift,2
2key,3,1285,385,Middle,Right,CMD_Alt_Shift,None,1
2key,3,1286,386,Right,Middle,None,Alt,1
2key,3,1287,387,Middle,Middle,CMD_Shift,CMD_Alt_Shift,1
2key,3,1288,388,Right,Right,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,3,1289,389,Left,Right,CMD_Shift,CMD_Shift,2
2key,3,1290,390,Right,Right,CMD_Alt_Shift,CMD,1
2key,3,1291,391,Middle,Right,CMD,CMD_Alt_Shift,1
2key,3,1292,392,Right,Left,None,CMD_Shift,1
2key,3,1293,393,Right,Right,CMD,CMD,2
2key,3,1294,394,Left,Middle,None,CMD_Shift,1
2key,3,1295,395,Left,Middle,CMD_Alt_Shift,Alt,2
2key,3,1296,396,Middle,Middle,Alt,None,1
2key,3,1297,397,Middle,Right,Alt,CMD,1
2key,3,1298,398,Middle,Middle,Alt,CMD,1
2key,3,1299,399,Right,Right,CMD,None,1
2key,3,1300,400,Middle,Middle,None,CMD_Shift,1
2key,3,1301,401,Middle,Left,None,None,1
2key,3,1302,402,Right,Middle,CMD_Alt_Shift,CMD,2
2key,3,1303,403,Middle,Right,CMD_Alt_Shift,CMD_Shift,2
2key,3,1304,404,Right,Left,Alt,CMD_Alt_Shift,1
2key,3,1305,405,Middle,Middle,None,Alt,1
2key,3,1306,406,Left,Right,CMD_Alt_Shift,None,2
2key,3,1307,407,Middle,Middle,CMD_Alt_Shift,Alt,1
2key,3,1308,408,Right,Left,Alt,None,1
2key,3,1309,409,Middle,Middle,CMD,CMD,2
2key,3,1310,410,Middle,Middle,None,CMD_Alt_Shift,1
2key,3,1311,411,Right,Right,Alt,CMD_Shift,1
2key,3,1312,412,Left,Middle,CMD_Alt_Shift,CMD_Shift,1
2key,3,1313,413,Right,Middle,Alt,CMD_Shift,1
2key,3,1314,414,Right,Left,None,None,2
2key,3,1315,415,Right,Right,None,CMD_Alt_Shift,1
2key,3,1316,416,Right,Middle,CMD_Shift,Alt,1
2key,3,1317,417,Left,Middle,CMD_Shift,CMD_Shift,1
2key,3,1318,418,Right,Left,CMD,Alt,2
2key,3,1319,419,Middle,Middle,CMD_Alt_Shift,CMD_Shift,2
2key,3,1320,420,Left,Left,Alt,Alt,1
2key,3,1321,421,Middle,Left,Alt,CMD_Alt_Shift,2
2key,3,1322,422,Middle,Right,Alt,CMD,2
2key,3,1323,423,Right,Left,Alt,CMD,1
2key,3,1324,424,Left,Left,Alt,CMD_Alt_Shift,1
2key,3,1325,425,Middle,Middle,Alt,Alt,2
2key,3,1326,426,Right,Left,Alt,None,2
2key,3,1327,427,Left,Right,CMD_Shift,CMD_Shift,1
2key,3,1328,428,Left,Left,Alt,None,1
2key,3,1329,429,Left,Middle,CMD_Shift,CMD,2
2key,3,1330,430,Middle,Middle,CMD_Shift,None,2
2key,3,1331,431,Left,Left,CMD,Alt,1
2key,3,1332,432,Right,Right,CMD,Alt,1
2key,3,1333,433,Middle,Right,CMD_Shift,None,1
2key,3,1334,434,Middle,Middle,CMD_Alt_Shift,CMD,1
2key,3,1335,435,Middle,Right,None,Alt,1
2key,3,1336,436,Left,Middle,CMD,None,2
2key,3,1337,437,Right,Middle,CMD,None,2
2key,3,1338,438,Middle,Left,CMD_Shift,CMD_Shift,1
2key,3,1339,439,Left,Middle,CMD_Alt_Shift,Alt,1
2key,3,1340,440,Right,Right,CMD_Alt_Shift,None,1
2key,3,1341,441,Right,Left,CMD_Alt_Shift,Alt,2
2key,3,1342,442,Left,Middle,CMD_Alt_Shift,CMD,1
2key,3,1343,443,Right,Left,CMD_Alt_Shift,Alt,1
2key,3,1344,444,Left,Left,None,CMD_Shift,1
2key,3,1345,445,Left,Left,CMD,CMD_Shift,1
2key,3,1346,446,Right,Left,CMD,CMD_Shift,2
2key,3,1347,447,Right,Middle,Alt,CMD,2
2key,3,1348,448,Middle,Right,CMD_Alt_Shift,None,2
2key,3,1349,449,Left,Left,None,Alt,1
2key,3,1350,450,Right,Right,Alt,Alt,2
2key,4,1351,1,Right,Left,CMD_Alt_Shift,CMD,1
2key,4,1352,2,Left,Middle,None,Alt,1
2key,4,1353,3,Left,Right,CMD,CMD_Shift,2
2key,4,1354,4,Left,Left,Alt,CMD,2
2key,4,1355,5,Left,Left,CMD_Alt_Shift,None,2
2key,4,1356,6,Middle,Middle,Alt,CMD_Shift,2
2key,4,1357,7,Right,Middle,CMD,None,2
2key,4,1358,8,Left,Middle,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,4,1359,9,Left,Middle,CMD_Shift,None,2
2key,4,1360,10,Right,Middle,CMD_Shift,CMD,2
2key,4,1361,11,Right,Right,None,CMD_Alt_Shift,1
2key,4,1362,12,Left,Middle,None,CMD_Alt_Shift,1
2key,4,1363,13,Middle,Middle,CMD,Alt,2
2key,4,1364,14,Left,Middle,CMD,CMD_Shift,2
2key,4,1365,15,Right,Right,CMD,CMD_Alt_Shift,2
2key,4,1366,16,Left,Right,Alt,CMD_Shift,2
2key,4,1367,17,Middle,Left,CMD,CMD_Shift,2
2key,4,1368,18,Right,Left,CMD,None,2
2key,4,1369,19,Middle,Middle,CMD_Alt_Shift,CMD_Shift,2
2key,4,1370,20,Middle,Left,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,4,1371,21,Left,Right,CMD,Alt,2
2key,4,1372,22,Middle,Right,CMD_Shift,CMD_Alt_Shift,2
2key,4,1373,23,Middle,Left,CMD_Shift,CMD_Alt_Shift,2
2key,4,1374,24,Middle,Middle,None,None,2
2key,4,1375,25,Right,Left,CMD_Shift,CMD_Shift,2
2key,4,1376,26,Right,Left,CMD_Alt_Shift,Alt,1
2key,4,1377,27,Middle,Middle,CMD,None,2
2key,4,1378,28,Middle,Left,CMD_Shift,None,2
2key,4,1379,29,Middle,Left,CMD,None,1
2key,4,1380,30,Right,Right,None,Alt,1
2key,4,1381,31,Left,Middle,Alt,None,1
2key,4,1382,32,Right,Right,CMD,CMD_Shift,2
2key,4,1383,33,Right,Right,Alt,Alt,1
2key,4,1384,34,Right,Left,CMD_Shift,CMD_Alt_Shift,2
2key,4,1385,35,Middle,Left,CMD,Alt,1
2key,4,1386,36,Right,Middle,CMD,CMD_Shift,2
2key,4,1387,37,Right,Left,None,CMD_Shift,1
2key,4,1388,38,Right,Middle,CMD_Shift,None,2
2key,4,1389,39,Right,Left,CMD_Shift,None,1
2key,4,1390,40,Middle,Left,CMD_Alt_Shift,CMD_Shift,2
2key,4,1391,41,Left,Middle,CMD_Shift,Alt,2
2key,4,1392,42,Right,Left,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,4,1393,43,Middle,Left,CMD,CMD,1
2key,4,1394,44,Right,Right,None,CMD,2
2key,4,1395,45,Left,Left,CMD,CMD,1
2key,4,1396,46,Right,Middle,CMD_Shift,CMD_Alt_Shift,1
2key,4,1397,47,Right,Middle,CMD_Alt_Shift,None,2
2key,4,1398,48,Right,Right,CMD_Shift,CMD,2
2key,4,1399,49,Right,Middle,CMD,CMD_Alt_Shift,2
2key,4,1400,50,Middle,Left,CMD_Shift,CMD,1
2key,4,1401,51,Right,Middle,CMD_Shift,CMD_Alt_Shift,2
2key,4,1402,52,Left,Middle,None,CMD,2
2key,4,1403,53,Middle,Right,CMD_Shift,CMD_Shift,2
2key,4,1404,54,Right,Left,CMD,CMD,2
2key,4,1405,55,Right,Left,CMD,CMD_Alt_Shift,2
2key,4,1406,56,Left,Right,Alt,Alt,1
2key,4,1407,57,Right,Left,None,CMD_Alt_Shift,2
2key,4,1408,58,Right,Left,Alt,CMD_Shift,1
2key,4,1409,59,Middle,Right,None,CMD,2
2key,4,1410,60,Middle,Middle,CMD_Shift,CMD_Alt_Shift,1
2key,4,1411,61,Middle,Middle,CMD,CMD_Shift,1
2key,4,1412,62,Left,Right,CMD,CMD,2
2key,4,1413,63,Middle,Right,None,None,2
2key,4,1414,64,Left,Left,CMD_Alt_Shift,CMD_Shift,2
2key,4,1415,65,Right,Middle,CMD,CMD,2
2key,4,1416,66,Left,Right,CMD_Alt_Shift,CMD_Shift,2
2key,4,1417,67,Right,Middle,Alt,None,1
2key,4,1418,68,Right,Middle,CMD_Alt_Shift,None,1
2key,4,1419,69,Middle,Right,CMD,None,1
2key,4,1420,70,Right,Middle,Alt,CMD_Alt_Shift,1
2key,4,1421,71,Right,Middle,CMD_Shift,Alt,1
2key,4,1422,72,Middle,Right,Alt,None,2
2key,4,1423,73,Middle,Right,Alt,CMD,1
2key,4,1424,74,Left,Right,Alt,None,1
2key,4,1425,75,Right,Right,CMD_Shift,None,2
2key,4,1426,76,Middle,Right,CMD_Shift,Alt,2
2key,4,1427,77,Left,Left,None,CMD_Shift,1
2key,4,1428,78,Middle,Right,Alt,None,1
2key,4,1429,79,Left,Right,None,CMD_Shift,1
2key,4,1430,80,Middle,Middle,CMD,CMD,1
2key,4,1431,81,Right,Right,CMD_Alt_Shift,CMD,1
2key,4,1432,82,Right,Middle,CMD_Shift,None,1
2key,4,1433,83,Left,Middle,Alt,Alt,2
2key,4,1434,84,Middle,Left,Alt,CMD,2
2key,4,1435,85,Right,Right,CMD_Shift,CMD_Alt_Shift,2
2key,4,1436,86,Right,Left,CMD,CMD_Shift,2
2key,4,1437,87,Left,Left,CMD_Alt_Shift,Alt,1
2key,4,1438,88,Left,Middle,Alt,Alt,1
2key,4,1439,89,Left,Middle,CMD,CMD_Alt_Shift,2
2key,4,1440,90,Right,Left,CMD_Shift,CMD_Shift,1
2key,4,1441,91,Right,Right,Alt,None,1
2key,4,1442,92,Right,Middle,CMD_Alt_Shift,CMD,2
2key,4,1443,93,Right,Right,Alt,CMD_Alt_Shift,1
2key,4,1444,94,Left,Left,CMD_Shift,CMD,1
2key,4,1445,95,Left,Middle,None,CMD,1
2key,4,1446,96,Middle,Middle,None,None,1
2key,4,1447,97,Left,Right,CMD_Shift,None,1
2key,4,1448,98,Left,Right,CMD_Shift,Alt,2
2key,4,1449,99,Middle,Middle,None,Alt,1
2key,4,1450,100,Right,Middle,CMD_Shift,CMD_Shift,1
2key,4,1451,101,Left,Left,CMD_Alt_Shift,Alt,2
2key,4,1452,102,Left,Right,CMD,CMD_Alt_Shift,1
2key,4,1453,103,Left,Middle,CMD_Shift,None,1
2key,4,1454,104,Left,Left,CMD_Shift,Alt,1
2key,4,1455,105,Left,Left,CMD,Alt,1
2key,4,1456,106,Left,Right,None,None,1
2key,4,1457,107,Middle,Middle,CMD_Alt_Shift,None,1
2key,4,1458,108,Right,Middle,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,4,1459,109,Right,Right,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,4,1460,110,Right,Left,Alt,Alt,2
2key,4,1461,111,Left,Right,CMD_Alt_Shift,None,2
2key,4,1462,112,Right,Right,Alt,None,2
2key,4,1463,113,Middle,Middle,CMD_Shift,CMD_Shift,2
2key,4,1464,114,Middle,Right,None,CMD,1
2key,4,1465,115,Left,Right,CMD,CMD_Shift,1
2key,4,1466,116,Middle,Right,None,CMD_Shift,2
2key,4,1467,117,Middle,Left,None,None,1
2key,4,1468,118,Middle,Middle,CMD_Alt_Shift,CMD_Shift,1
2key,4,1469,119,Left,Right,None,CMD_Alt_Shift,1
2key,4,1470,120,Left,Left,CMD_Shift,Alt,2
2key,4,1471,121,Left,Left,CMD,CMD,2
2key,4,1472,122,Right,Middle,None,CMD_Alt_Shift,2
2key,4,1473,123,Right,Right,Alt,CMD,2
2key,4,1474,124,Right,Middle,CMD,None,1
2key,4,1475,125,Left,Right,None,Alt,2
2key,4,1476,126,Left,Right,CMD_Alt_Shift,CMD_Shift,1
2key,4,1477,127,Right,Right,CMD_Shift,Alt,2
2key,4,1478,128,Left,Right,CMD_Alt_Shift,CMD,2
2key,4,1479,129,Left,Right,None,None,2
2key,4,1480,130,Left,Middle,CMD_Shift,CMD_Shift,1
2key,4,1481,131,Left,Right,Alt,None,2
2key,4,1482,132,Middle,Right,CMD_Alt_Shift,CMD_Shift,1
2key,4,1483,133,Middle,Right,CMD_Alt_Shift,Alt,2
2key,4,1484,134,Middle,Middle,None,CMD_Alt_Shift,1
2key,4,1485,135,Middle,Middle,CMD,CMD_Shift,2
2key,4,1486,136,Left,Middle,CMD_Shift,CMD,1
2key,4,1487,137,Left,Left,CMD,None,2
2key,4,1488,138,Middle,Left,None,CMD_Alt_Shift,2
2key,4,1489,139,Middle,Left,Alt,None,2
2key,4,1490,140,Left,Middle,CMD,None,2
2key,4,1491,141,Left,Left,CMD_Alt_Shift,CMD,1
2key,4,1492,142,Left,Left,CMD,CMD_Alt_Shift,2
2key,4,1493,143,Middle,Right,CMD,CMD,2
2key,4,1494,144,Right,Right,Alt,Alt,2
2key,4,1495,145,Left,Right,CMD_Alt_Shift,None,1
2key,4,1496,146,Middle,Left,CMD,CMD_Alt_Shift,1
2key,4,1497,147,Left,Left,CMD_Shift,CMD_Shift,2
2key,4,1498,148,Left,Right,None,Alt,1
2key,4,1499,149,Left,Right,Alt,CMD_Alt_Shift,1
2key,4,1500,150,Left,Left,CMD_Shift,None,2
2key,4,1501,151,Right,Middle,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,4,1502,152,Right,Left,CMD_Alt_Shift,None,2
2key,4,1503,153,Middle,Middle,CMD_Shift,None,1
2key,4,1504,154,Left,Middle,Alt,CMD_Alt_Shift,1
2key,4,1505,155,Middle,Middle,Alt,CMD_Alt_Shift,1
2key,4,1506,156,Left,Left,CMD_Shift,CMD,2
2key,4,1507,157,Middle,Middle,CMD,CMD_Alt_Shift,2
2key,4,1508,158,Right,Middle,CMD_Shift,CMD,1
2key,4,1509,159,Right,Middle,None,CMD,2
2key,4,1510,160,Right,Left,Alt,CMD_Alt_Shift,1
2key,4,1511,161,Right,Middle,None,CMD_Shift,2
2key,4,1512,162,Left,Right,Alt,CMD_Shift,1
2key,4,1513,163,Left,Left,Alt,CMD_Alt_Shift,1
2key,4,1514,164,Right,Left,CMD_Shift,CMD_Alt_Shift,1
2key,4,1515,165,Middle,Middle,None,CMD,1
2key,4,1516,166,Left,Middle,Alt,CMD_Shift,1
2key,4,1517,167,Left,Left,Alt,CMD,1
2key,4,1518,168,Left,Left,CMD,CMD_Shift,1
2key,4,1519,169,Left,Middle,Alt,CMD_Shift,2
2key,4,1520,170,Middle,Left,CMD_Alt_Shift,CMD_Shift,1
2key,4,1521,171,Right,Left,None,CMD_Alt_Shift,1
2key,4,1522,172,Middle,Left,CMD_Alt_Shift,None,2
2key,4,1523,173,Left,Left,None,CMD_Alt_Shift,1
2key,4,1524,174,Middle,Left,None,CMD_Shift,2
2key,4,1525,175,Right,Left,None,None,2
2key,4,1526,176,Right,Left,Alt,Alt,1
2key,4,1527,177,Right,Middle,CMD,Alt,1
2key,4,1528,178,Middle,Left,CMD_Shift,CMD_Alt_Shift,1
2key,4,1529,179,Left,Right,CMD_Shift,None,2
2key,4,1530,180,Middle,Right,Alt,CMD_Alt_Shift,2
2key,4,1531,181,Middle,Right,CMD_Shift,CMD,1
2key,4,1532,182,Right,Right,None,CMD,1
2key,4,1533,183,Left,Left,CMD,None,1
2key,4,1534,184,Right,Right,CMD_Alt_Shift,Alt,1
2key,4,1535,185,Right,Right,CMD_Alt_Shift,Alt,2
2key,4,1536,186,Left,Right,CMD,Alt,1
2key,4,1537,187,Middle,Middle,Alt,CMD_Alt_Shift,2
2key,4,1538,188,Middle,Middle,CMD_Shift,CMD_Shift,1
2key,4,1539,189,Middle,Right,CMD,CMD,1
2key,4,1540,190,Middle,Left,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,4,1541,191,Middle,Left,None,CMD_Alt_Shift,1
2key,4,1542,192,Middle,Left,CMD,CMD_Alt_Shift,2
2key,4,1543,193,Middle,Left,Alt,Alt,2
2key,4,1544,194,Middle,Middle,CMD_Alt_Shift,Alt,1
2key,4,1545,195,Right,Middle,None,None,2
2key,4,1546,196,Middle,Middle,Alt,Alt,2
2key,4,1547,197,Middle,Right,CMD_Alt_Shift,None,1
2key,4,1548,198,Middle,Middle,None,CMD_Shift,1
2key,4,1549,199,Left,Right,CMD,CMD_Alt_Shift,2
2key,4,1550,200,Middle,Right,Alt,Alt,2
2key,4,1551,201,Right,Left,CMD,CMD,1
2key,4,1552,202,Middle,Right,None,Alt,1
2key,4,1553,203,Right,Middle,CMD,Alt,2
2key,4,1554,204,Right,Right,CMD_Shift,CMD,1
2key,4,1555,205,Right,Left,None,None,1
2key,4,1556,206,Left,Middle,CMD_Alt_Shift,Alt,1
2key,4,1557,207,Left,Left,CMD_Shift,CMD_Alt_Shift,2
2key,4,1558,208,Middle,Right,CMD,CMD_Shift,1
2key,4,1559,209,Right,Left,None,CMD,2
2key,4,1560,210,Left,Left,None,CMD_Alt_Shift,2
2key,4,1561,211,Middle,Right,CMD,Alt,2
2key,4,1562,212,Right,Right,CMD_Alt_Shift,None,1
2key,4,1563,213,Left,Middle,CMD,CMD_Shift,1
2key,4,1564,214,Right,Right,CMD_Shift,CMD_Shift,2
2key,4,1565,215,Right,Middle,CMD_Alt_Shift,Alt,2
2key,4,1566,216,Middle,Left,CMD,CMD_Shift,1
2key,4,1567,217,Left,Middle,CMD,Alt,1
2key,4,1568,218,Right,Right,None,CMD_Shift,2
2key,4,1569,219,Middle,Left,CMD_Shift,CMD_Shift,1
2key,4,1570,220,Middle,Right,None,None,1
2key,4,1571,221,Left,Right,CMD,None,1
2key,4,1572,222,Middle,Middle,CMD,None,1
2key,4,1573,223,Left,Left,CMD_Shift,CMD_Alt_Shift,1
2key,4,1574,224,Middle,Left,CMD_Alt_Shift,CMD,2
2key,4,1575,225,Right,Right,None,Alt,2
2key,4,1576,226,Left,Left,CMD_Alt_Shift,CMD,2
2key,4,1577,227,Middle,Left,CMD_Alt_Shift,Alt,2
2key,4,1578,228,Middle,Right,None,CMD_Shift,1
2key,4,1579,229,Middle,Left,Alt,Alt,1
2key,4,1580,230,Right,Middle,None,CMD_Shift,1
2key,4,1581,231,Right,Left,Alt,CMD_Shift,2
2key,4,1582,232,Middle,Right,CMD_Shift,Alt,1
2key,4,1583,233,Middle,Right,CMD,CMD_Shift,2
2key,4,1584,234,Left,Middle,CMD,CMD_Alt_Shift,1
2key,4,1585,235,Left,Left,Alt,None,1
2key,4,1586,236,Middle,Middle,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,4,1587,237,Middle,Left,Alt,CMD_Alt_Shift,2
2key,4,1588,238,Right,Left,CMD_Shift,None,2
2key,4,1589,239,Left,Middle,CMD_Shift,CMD_Alt_Shift,1
2key,4,1590,240,Middle,Right,None,CMD_Alt_Shift,2
2key,4,1591,241,Middle,Right,Alt,CMD_Shift,1
2key,4,1592,242,Left,Middle,None,CMD_Shift,1
2key,4,1593,243,Middle,Left,Alt,CMD_Shift,1
2key,4,1594,244,Left,Right,CMD_Alt_Shift,Alt,2
2key,4,1595,245,Middle,Left,None,CMD_Shift,1
2key,4,1596,246,Middle,Right,CMD_Shift,None,1
2key,4,1597,247,Middle,Right,Alt,CMD_Alt_Shift,1
2key,4,1598,248,Left,Left,CMD_Shift,CMD_Shift,1
2key,4,1599,249,Left,Right,Alt,CMD_Alt_Shift,2
2key,4,1600,250,Left,Left,CMD_Alt_Shift,None,1
2key,4,1601,251,Middle,Right,CMD_Shift,CMD_Alt_Shift,1
2key,4,1602,252,Left,Right,Alt,CMD,1
2key,4,1603,253,Right,Middle,Alt,CMD_Alt_Shift,2
2key,4,1604,254,Middle,Right,CMD_Shift,CMD,2
2key,4,1605,255,Left,Right,CMD_Shift,CMD,2
2key,4,1606,256,Middle,Middle,None,CMD,2
2key,4,1607,257,Right,Left,CMD_Shift,Alt,1
2key,4,1608,258,Left,Middle,None,None,1
2key,4,1609,259,Right,Middle,CMD_Shift,CMD_Shift,2
2key,4,1610,260,Middle,Left,None,Alt,1
2key,4,1611,261,Right,Right,CMD_Alt_Shift,CMD_Shift,2
2key,4,1612,262,Middle,Right,CMD,CMD_Alt_Shift,1
2key,4,1613,263,Left,Left,None,CMD,1
2key,4,1614,264,Right,Middle,CMD,CMD_Shift,1
2key,4,1615,265,Left,Middle,CMD,None,1
2key,4,1616,266,Middle,Left,CMD_Shift,Alt,1
2key,4,1617,267,Right,Right,None,None,1
2key,4,1618,268,Middle,Right,CMD_Alt_Shift,CMD_Shift,2
2key,4,1619,269,Right,Right,CMD,CMD_Shift,1
2key,4,1620,270,Right,Middle,CMD_Alt_Shift,CMD_Shift,1
2key,4,1621,271,Left,Right,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,4,1622,272,Left,Left,None,CMD,2
2key,4,1623,273,Left,Right,CMD_Shift,CMD_Alt_Shift,2
2key,4,1624,274,Left,Right,CMD_Shift,Alt,1
2key,4,1625,275,Left,Middle,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,4,1626,276,Left,Right,None,CMD,2
2key,4,1627,277,Right,Right,CMD_Alt_Shift,CMD_Shift,1
2key,4,1628,278,Middle,Middle,CMD_Shift,None,2
2key,4,1629,279,Middle,Left,Alt,CMD_Shift,2
2key,4,1630,280,Middle,Middle,Alt,CMD,1
2key,4,1631,281,Right,Middle,None,CMD,1
2key,4,1632,282,Middle,Right,None,CMD_Alt_Shift,1
2key,4,1633,283,Middle,Right,Alt,CMD_Shift,2
2key,4,1634,284,Middle,Left,CMD_Shift,CMD,2
2key,4,1635,285,Middle,Right,CMD_Shift,CMD_Shift,1
2key,4,1636,286,Left,Left,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,4,1637,287,Middle,Left,CMD_Alt_Shift,Alt,1
2key,4,1638,288,Left,Middle,Alt,CMD_Alt_Shift,2
2key,4,1639,289,Right,Left,CMD_Shift,CMD,1
2key,4,1640,290,Right,Left,CMD_Shift,CMD,2
2key,4,1641,291,Middle,Middle,CMD_Shift,Alt,1
2key,4,1642,292,Right,Middle,None,Alt,1
2key,4,1643,293,Middle,Left,CMD_Shift,Alt,2
2key,4,1644,294,Middle,Left,None,CMD,2
2key,4,1645,295,Right,Middle,Alt,Alt,2
2key,4,1646,296,Left,Right,None,CMD,1
2key,4,1647,297,Left,Right,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,4,1648,298,Right,Right,CMD_Shift,None,1
2key,4,1649,299,Middle,Left,CMD,CMD,2
2key,4,1650,300,Middle,Right,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,4,1651,301,Right,Middle,CMD,CMD_Alt_Shift,1
2key,4,1652,302,Right,Left,CMD_Alt_Shift,CMD_Shift,2
2key,4,1653,303,Right,Left,None,Alt,1
2key,4,1654,304,Right,Middle,Alt,None,2
2key,4,1655,305,Middle,Left,CMD,Alt,2
2key,4,1656,306,Left,Right,None,CMD_Alt_Shift,2
2key,4,1657,307,Right,Left,CMD_Alt_Shift,None,1
2key,4,1658,308,Middle,Left,Alt,CMD_Alt_Shift,1
2key,4,1659,309,Left,Right,CMD_Shift,CMD_Shift,1
2key,4,1660,310,Right,Middle,CMD_Alt_Shift,CMD_Shift,2
2key,4,1661,311,Left,Middle,CMD,CMD,2
2key,4,1662,312,Right,Right,CMD,CMD,1
2key,4,1663,313,Middle,Left,Alt,CMD,1
2key,4,1664,314,Left,Right,CMD,CMD,1
2key,4,1665,315,Left,Left,CMD_Shift,None,1
2key,4,1666,316,Left,Right,Alt,CMD,2
2key,4,1667,317,Right,Right,None,CMD_Shift,1
2key,4,1668,318,Right,Right,CMD,CMD,2
